address,suburb,price,bedrooms,bathrooms,garage,landarea,floorarea,buildarea,neareststn,neareststndist,postcode,nearestsch,nearestschdist,nearestschrnk
37 Fern Leaf Court,Leeming,750000,4,2,2,730,262,2002,Murdoch Station,2400,6149,LEEMING SENIOR HIGH SCHOOL,1.352600828,89
37 Findlay Road,Leeming,695000,6,2,2,718,223,1983,Murdoch Station,946,6149,LEEMING SENIOR HIGH SCHOOL,0.573196477,89
37 Fisher Street,Ashfield,442500,3,1,1,499,94,1993,Ashfield Station,685,6054,CYRIL JACKSON SENIOR CAMPUS,0.307041501,
37 Fontelina Parade,Iluka,900000,4,2,2,573,328,NULL,Currambine Station,2500,6028,PRENDIVILLE CATHOLIC COLLEGE,2.790447971,60
37 Gallipoli Street,Lathlain,640000,4,1,3,457,152,1945,Vic,524,6100,ST CLARE'S SCHOOL,0.681734594,
37 Gallop Road,Dalkeith,1850000,7,2,2,814,290,1986,Karrakatta Station,2800,6009,CHRIST CHURCH GRAMMAR SCHOOL,2.55865079,3
37 Germain Way,Lockridge,190000,3,1,2,860,95,1983,Success Hill Station,2700,6054,KIARA COLLEGE,1.621953468,
37 Gibson Street,Beaconsfield,701000,4,3,2,546,156,1951,Fremantle Station,3200,6162,FREMANTLE COLLEGE,0.695414804,128
37 Glenbank Crescent,Kallaroo,540000,3,1,1,687,97,1974,Edgewater Station,2600,6025,BELRIDGE SECONDARY COLLEGE,1.668668204,102
37 Gordona Parade,Beeliar,600000,4,2,2,620,208,2010,Cockburn Central Station,5000,6164,DIVINE MERCY COLLEGE,1.981573585,
37 Goundrey Drive,Pearsall,500000,4,2,2,500,196,2014,Edgewater Station,3400,6065,ALTA-1,0.283110419,
37 Grace Street,Ferndale,500000,4,2,2,688,125,1977,Queens Park Station,2200,6148,FOUNTAIN COLLEGE,1.649910142,
37 Grassy View,Gidgegannup,834000,4,2,2,20199,242,2013,Midland Station,16300,6083,EASTERN HILLS SENIOR HIGH SCHOOL,8.240882799,105
37 Great Northern Highway,Middle Swan,265000,2,1,1,997,81,1960,Midland Station,2200,6056,LA SALLE COLLEGE,0.805260726,53
37 Haig Street,Ashfield,485000,4,1,2,831,145,1965,Ashfield Station,338,6054,CYRIL JACKSON SENIOR CAMPUS,0.543972556,
37 Halifax Boulevard,Mindarie,850000,4,2,2,528,283,2002,Clarkson Station,3200,6030,MINDARIE SENIOR COLLEGE,0.387952631,111
37 Halwest Way,Alexander Heights,515000,4,2,2,778,206,1995,Warwick Station,7100,6064,LANDSDALE CHRISTIAN SCHOOL,2.24007425,
37 Hardey Road,Maylands,770000,2,2,2,340,164,2001,Belmont Park Station,1800,6051,BELMONT CITY COLLEGE,2.681886229,57
37 Harper Street,Woodbridge,700000,4,2,2,1261,291,NULL,Woodbridge Station,594,6056,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.736343106,130
37 Harrison Road,Mount Richon,400000,3,1,1,998,115,1978,Armadale Station,590,6112,ARMADALE SENIOR HIGH SCHOOL,0.883725134,
37 Hartwell Street,Coolbinia,960000,2,1,3,817,120,1957,Glendalough Station,3000,6050,CARMEL SCHOOL,1.699519494,13
37 Hillwater Promenade,Bennett Springs,460000,4,2,2,544,179,NULL,Ashfield Station,5700,6063,KIARA COLLEGE,1.802677719,
37 Holmesdale Road,Woodbridge,412000,2,1,2,810,108,NULL,Woodbridge Station,277,6056,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.573860627,130
37 Honeywell Boulevard,Mirrabooka,410000,3,1,1,705,105,1988,Warwick Station,6700,6061,MERCY COLLEGE,1.0425077,46
37 Horseshoe Circuit,Henley Brook,685000,4,2,3,1121,230,2004,East Guildford Station,10500,6055,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.399686864,53
37 Hossack Avenue,Parkwood,550000,4,2,2,699,144,1984,Thornlie Station,4100,6147,LYNWOOD SENIOR HIGH SCHOOL,0.789319118,96
37 Innamincka Road,Greenmount,389000,3,1,1,772,108,1972,Midland Station,4600,6056,SWAN VIEW SENIOR HIGH SCHOOL,1.367568735,
37 Irwin Street,East Fremantle,1230000,3,2,2,446,179,1935,North Fremantle Station,2500,6158,JOHN CURTIN COLLEGE OF THE ARTS,1.752127963,25
37 Jane Brook Drive,Jane Brook,465000,4,2,2,755,256,2000,Midland Station,5700,6056,SWAN VIEW SENIOR HIGH SCHOOL,3.143170052,
37 Johanson Promenade,Murdoch,875800,4,2,2,788,302,1996,Murdoch Station,1000,6150,CORPUS CHRISTI COLLEGE,0.752189318,28
37 John Street,Northbridge,630000,3,2,2,188,117,1996,City West Station,738,6003,ST GEORGE'S ANGLICAN GRAMMAR SCHOOL,1.020708383,
37 Kembla Circle,Madeley,560000,3,1,NULL,593,220,2006,Whitfords Station,3600,6065,THE MONTESSORI SCHOOL,1.457147178,
37 Kempenfeldt Avenue,Sorrento,1075000,4,2,2,570,247,NULL,Greenwood Station,3100,6020,SACRED HEART COLLEGE,0.745110872,19
37 Kenneth Road,High Wycombe,454000,4,2,3,592,160,2004,Midland Station,5000,6057,DARLING RANGE SPORTS COLLEGE,4.494280487,137
37 Kerwin Way,Lockridge,340000,3,1,1,547,100,1971,Bassendean Station,2400,6054,KIARA COLLEGE,1.070915094,
37 Kilkenny Circle,Waterford,1380000,5,3,2,784,312,NULL,Canning Bridge Station,2400,6152,CLONTARF ABORIGINAL COLLEGE,1.16259437,
37 King Street,Coogee,920000,4,2,2,714,285,2007,Fremantle Station,7100,6166,PORT SCHOOL,3.212135864,
37 Kirkus Road,Medina,240000,3,1,2,743,75,1953,Kwinana Station,2900,6167,GILMORE COLLEGE,0.460116511,138
37 Knowle Way,Warnbro,297000,4,2,1,728,122,1994,Warnbro Station,1300,6169,LIVING WATERS LUTHERAN COLLEGE,1.091023329,51
37 Kooralbyn Valley Crescent,Jandakot,805000,4,3,2,462,280,1999,Cockburn Central Station,2400,6164,LAKELAND SENIOR HIGH SCHOOL,0.972506793,
37 La Fayette Boulevard,Bibra Lake,461000,3,2,2,926,181,NULL,Murdoch Station,4800,6163,PERTH WALDORF SCHOOL,0.772627906,
37 Lake Road,Champion Lakes,450000,5,2,4,1771,220,NULL,Kelmscott Station,1400,6111,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,0.278167752,40
37 Lambertia Crescent,High Wycombe,462500,4,2,2,578,185,2004,Midland Station,4900,6057,DARLING RANGE SPORTS COLLEGE,4.546085319,137
37 Langford Boulevard,Madeley,565000,3,2,2,597,222,2003,Greenwood Station,4000,6065,KINGSWAY CHRISTIAN COLLEGE,1.239554937,50
37 Leake Street,North Perth,890000,3,2,2,685,125,1950,Perth Station,2100,6006,ARANMORE CATHOLIC COLLEGE,1.414444487,106
37 Leander Street,Beldon,509000,3,1,1,704,101,1985,Edgewater Station,835,6027,BELRIDGE SECONDARY COLLEGE,0.805959913,102
37 Leatherwood Way,Huntingdale,430000,4,2,4,571,200,1993,Thornlie Station,3800,6110,THORNLIE SENIOR HIGH SCHOOL,1.659581958,125
37 Leicester Square,Alexander Heights,400000,3,2,6,680,140,1979,Warwick Station,7300,6064,LANDSDALE CHRISTIAN SCHOOL,2.392152166,
37 Lenzo Court,Gnangara,900000,3,1,NULL,10000,120,1995,Edgewater Station,8800,6077,LANDSDALE CHRISTIAN SCHOOL,3.675293384,
37 Lichfield Street,Victoria Park,635000,3,1,1,347,114,1922,Vic,773,6100,URSULA FRAYNE CATHOLIC COLLEGE,0.621426866,41
37 Lilac Hill Vista,Madeley,455000,3,2,2,339,148,2003,Greenwood Station,4000,6065,KINGSWAY CHRISTIAN COLLEGE,1.172610674,50
37 London Way,Bateman,835000,4,2,3,815,206,1989,Murdoch Station,544,6150,CORPUS CHRISTI COLLEGE,0.761880331,28
37 Losino Boulevard,Henley Brook,530000,5,2,2,594,248,2004,East Guildford Station,10900,6055,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,1.311441498,53
37 Louise Place,Gnangara,473000,4,2,2,10557,230,1989,Edgewater Station,7100,6077,LANDSDALE CHRISTIAN SCHOOL,3.41463817,
37 Lynton Street,Mount Hawthorn,817000,4,2,2,776,205,1970,Glendalough Station,869,6016,BOLD PARK COMMUNITY SCHOOL,0.580140492,
37 Macaulay Crescent,Inglewood,1133000,4,2,2,362,261,2000,Mount Lawley Station,2400,6052,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.223444567,20
37 Malabar Crescent,Craigie,455000,3,2,2,376,128,2007,Whitfords Station,2600,6025,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.81538104,58
37 Maley Street,Ashfield,135000,2,1,2,663,134,1964,Ashfield Station,668,6054,CYRIL JACKSON SENIOR CAMPUS,0.604432167,
37 Manhattan Avenue,Iluka,765000,4,2,2,659,198,1996,Currambine Station,1800,6028,PRENDIVILLE CATHOLIC COLLEGE,2.320728372,60
37 Manhattan Concourse,Hilbert,389000,3,2,2,376,167,NULL,Armadale Station,5100,6112,DALE CHRISTIAN SCHOOL,3.612382042,
37 Mantua Crescent,Churchlands,1340000,4,2,2,722,245,1980,Glendalough Station,3700,6018,NEWMAN COLLEGE,0.225082747,44
37 Margaret Street,Ashfield,495000,4,2,2,546,125,1998,Ashfield Station,481,6054,CYRIL JACKSON SENIOR CAMPUS,0.559167221,
37 Margaret Street,Watermans Bay,935000,3,2,2,1024,131,1997,Warwick Station,3900,6020,CARINE SENIOR HIGH SCHOOL,1.939644561,47
37 Mattingleys Approach,Burns Beach,823000,4,3,2,611,256,2010,Currambine Station,1800,6028,LAKE JOONDALUP BAPTIST COLLEGE,3.172222914,80
37 Maud Road,Maida Vale,840000,4,2,2,10017,153,1979,Midland Station,8500,6057,DARLING RANGE SPORTS COLLEGE,1.803139191,137
37 Mayfair Street,Mount Claremont,1250000,3,2,2,806,216,1997,Swanbourne Station,1800,6010,JOHN XXIII COLLEGE,1.425119871,8
37 Mcallister Boulevard,Clarkson,340000,4,2,NULL,440,278,NULL,Clarkson Station,1900,6030,YOUTH FUTURES COMMUNITY SCHOOL,0.562931188,
37 Meadowbrook Promenade,Currambine,699000,4,2,5,761,230,NULL,Currambine Station,1300,6028,LAKE JOONDALUP BAPTIST COLLEGE,1.223824467,80
37 Melton Hill Lane,Champion Lakes,210000,3,2,2,232,118,2014,Kelmscott Station,2300,6111,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,2.144243444,40
37 Mends Way,Waikiki,270000,3,2,6,574,143,1999,Warnbro Station,2100,6169,SOUTH COAST BAPTIST COLLEGE,1.277507931,
37 Messina Drive,Sinagra,432500,4,2,2,528,185,2012,Joondalup Station,3400,6065,WANNEROO SECONDARY COLLEGE,2.24231562,131
37 Mitra Loop,Bennett Springs,443000,4,2,2,510,143,2000,Bayswater Station,6700,6063,KIARA COLLEGE,2.707795405,
37 Monk Street,Kensington,1000000,4,2,2,506,203,1939,Claisebrook Station,4200,6151,PENRHOS COLLEGE,1.178349922,4
37 Mornington Boulevard,Waikiki,305000,4,2,2,668,160,1998,Rockingham Station,2300,6169,SOUTH COAST BAPTIST COLLEGE,0.537442706,
37 Murray Street,Como,800000,3,1,2,990,106,NULL,Canning Bridge Station,2500,6152,PENRHOS COLLEGE,0.486683972,4
37 Musgrove Crescent,Boya,475000,3,1,3,1638,140,1962,Midland Station,6000,6056,TREETOPS MONTESSORI SCHOOL,1.704900466,
37 Myerson Crescent,Maida Vale,520000,4,2,2,600,220,2002,Midland Station,7200,6057,DARLING RANGE SPORTS COLLEGE,2.406007715,137
37 Narran Street,Hilbert,412500,3,2,5,446,147,2013,Armadale Station,2600,6112,DALE CHRISTIAN SCHOOL,1.091075545,
37 Nashville Loop,Currambine,412000,3,2,2,212,98,2011,Currambine Station,1700,6028,PRENDIVILLE CATHOLIC COLLEGE,1.911196519,60
37 Nerang Mews,Merriwa,400000,4,2,2,599,160,1995,Clarkson Station,3300,6030,ALKIMOS BAPTIST COLLEGE,0.973632491,
37 Nesbit Drive,Haynes,225000,4,1,NULL,480,188,2015,Armadale Station,2100,6112,DALE CHRISTIAN SCHOOL,0.733802232,
37 Oats street,Kewdale,399900,3,1,1,501,117,NULL,Carlisle Station,1800,6105,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.545672922,102
37 Oceanrunner Boulevard,Shoalwater,380000,4,2,4,488,140,2004,Rockingham Station,3600,6169,ROCKINGHAM SENIOR HIGH SCHOOL,1.711629857,
37 Old Trafford Avenue,Madeley,765000,5,3,3,434,299,2007,Greenwood Station,3800,6065,KINGSWAY CHRISTIAN COLLEGE,1.408835075,50
37 Oldham Pass,High Wycombe,440000,4,2,2,510,217,2005,Midland Station,4600,6057,YOUTH FUTURES COMMUNITY SCHOOL,4.442057936,
37 Pennygum Place,Mariginiup,1315000,4,2,2,10738,242,2002,Currambine Station,8100,6078,JOSEPH BANKS SECONDARY COLLEGE,3.436692757,92
37 Percheron Entrance,Stratton,390000,4,2,2,612,122,1997,Midland Station,4800,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.237293892,
37 Periwinkle Road,Mullaloo,350000,3,1,2,721,130,1985,Edgewater Station,2800,6027,BELRIDGE SECONDARY COLLEGE,1.387555378,102
37 Perlinte View,North Coogee,1200000,3,2,2,200,186,2014,Fremantle Station,6600,6163,PORT SCHOOL,3.178282991,
37 Plumwood Avenue,Hammond Park,545000,4,2,4,561,208,2004,Cockburn Central Station,4400,6164,ATWELL COLLEGE,2.631236378,129
37 Pomarine Drive,Gwelup,775000,4,2,2,326,173,2015,Stirling Station,2300,6018,BALCATTA SENIOR HIGH SCHOOL,1.238261135,135
37 Pulo Road,Brentwood,1330000,4,3,2,574,377,2004,Bull Creek Station,376,6153,ALL SAINTS' COLLEGE,1.003695753,21
37 Purley Crescent,Lynwood,560000,4,1,4,817,170,1968,Thornlie Station,2600,6147,FOUNTAIN COLLEGE,0.715819639,
37 Quilter Drive,Duncraig,895000,4,3,2,752,251,1976,Warwick Station,1500,6023,CARINE SENIOR HIGH SCHOOL,1.192823061,47
37 Redington Drive,Butler,369000,4,2,2,560,146,2010,Butler Station,2100,6036,BUTLER COLLEGE,1.048418982,39
37 Rendell Way,Koondoola,347000,3,1,5,688,94,1978,Warwick Station,6900,6064,MERCY COLLEGE,1.05784419,46
37 Rhodes Place,Maida Vale,1275000,6,2,4,10109,270,1997,Midland Station,7600,6057,DARLING RANGE SPORTS COLLEGE,1.855680312,137
37 Richmond Circus,East Fremantle,750000,3,2,2,5819,130,1998,Fremantle Station,2100,6158,JOHN CURTIN COLLEGE OF THE ARTS,1.013336096,25
37 Rochford Way,Girrawheen,330000,3,1,NULL,736,87,1970,Warwick Station,4700,6064,EMMANUEL CHRISTIAN COMMUNITY SCHOOL,0.414855163,
37 Rockefeller Way,Harrisdale,491000,4,2,2,429,155,2013,Cockburn Central Station,6600,6112,CAREY BAPTIST COLLEGE,2.519599041,62
37 Ruby Avenue,Langford,415000,4,2,2,563,161,2003,Queens Park Station,3000,6147,LANGFORD ISLAMIC COLLEGE,1.385116902,85
37 Santa Rosalia Vista,Sinagra,385000,3,2,2,247,102,NULL,Joondalup Station,3100,6065,WANNEROO SECONDARY COLLEGE,2.489986221,131
37 Savannah Way,Iluka,760000,4,2,2,672,205,1997,Currambine Station,1800,6028,PRENDIVILLE CATHOLIC COLLEGE,2.472770806,60
37 Scamills Road,Pearsall,480000,3,2,2,315,111,2012,Whitfords Station,4500,6065,ALTA-1,1.205416059,
37 Schofield Street,Eden Hill,605000,3,1,1,910,157,1960,Success Hill Station,1100,6054,KIARA COLLEGE,2.141772295,
37 Secret Harbour Boulevard,Secret Harbour,320000,4,2,2,589,179,1994,Warnbro Station,7900,6173,COMET BAY COLLEGE,2.260160796,35
37 Segrave Street,Gwelup,1190000,4,2,2,440,282,2009,Stirling Station,1900,6018,BALCATTA SENIOR HIGH SCHOOL,2.145950155,135
37 Sellafield Bend,Waikiki,370000,4,2,2,448,172,2012,Warnbro Station,522,6169,SOUTH COAST BAPTIST COLLEGE,1.176181314,
37 Sharman Street,Medina,367500,3,1,2,728,98,1954,Wellard Station,3000,6167,GILMORE COLLEGE,0.812320219,138
37 Sheffield Road,Wattle Grove,555000,4,2,2,532,200,2006,Madding,5000,6107,REHOBOTH CHRISTIAN COLLEGE,3.08014078,
37 Shoreham Turn,Mindarie,850000,4,2,2,378,215,2013,Clarkson Station,3500,6030,YOUTH FUTURES COMMUNITY SCHOOL,1.782204056,
37 Sissinghurst Crescent,Landsdale,575000,5,4,2,540,301,2014,Whitfords Station,8100,6065,LANDSDALE CHRISTIAN SCHOOL,0.66758468,
37 SORRENTO TURN,Secret Harbour,272500,4,2,4,349,127,2012,Warnbro Station,8800,6173,COMET BAY COLLEGE,1.186187753,35
37 Spyglass Grove,Connolly,555000,3,2,1,232,135,1994,Joondalup Station,1900,6027,PRENDIVILLE CATHOLIC COLLEGE,0.940821565,60
37 St Catharines Promenade,Champion Lakes,235000,4,2,NULL,346,160,2015,Kelmscott Station,2000,6111,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.762483014,40
37 Staunton Vale,Carramar,550000,4,2,2,620,209,2000,Currambine Station,3700,6031,JOSEPH BANKS SECONDARY COLLEGE,1.597781261,92
37 Stewart Way,Noranda,540000,4,2,2,714,176,1981,Meltham Station,5000,6062,MORLEY SENIOR HIGH SCHOOL,1.491615856,100
37 Strathclyde Circuit,Champion Lakes,565000,4,2,2,462,226,2012,Kelmscott Station,2300,6111,KELMSCOTT SENIOR HIGH SCHOOL,2.042622648,113
37 Strutt Way,Noranda,690000,4,2,2,720,174,1980,Meltham Station,5200,6062,MORLEY SENIOR HIGH SCHOOL,1.692150531,100
37 Summerton Road,Medina,305000,3,1,2,769,114,1954,Wellard Station,2800,6167,GILMORE COLLEGE,0.829593802,138
37 Surrey Road,Rivervale,610000,2,1,2,701,103,NULL,Burswood Station,773,6103,ST CLARE'S SCHOOL,1.32718841,
37 Talara Circuit,Mindarie,950000,4,3,2,607,302,2003,Clarkson Station,3400,6030,MINDARIE SENIOR COLLEGE,0.230335429,111
37 Tatlock Way,Stratton,360000,3,1,3,507,116,1991,Midland Station,4300,6056,SWAN VIEW SENIOR HIGH SCHOOL,1.758007653,
37 Teasel Way,Banksia Grove,460000,4,2,2,450,193,2014,Clarkson Station,5500,6031,JOSEPH BANKS SECONDARY COLLEGE,0.822445401,92
37 Telford Crescent,Stirling,920000,4,2,2,763,212,1969,Stirling Station,605,6021,BALCATTA SENIOR HIGH SCHOOL,1.971356339,135
37 The Boulevarde,Mount Hawthorn,846000,3,1,2,473,106,1936,Leederville Station,1800,6016,ARANMORE CATHOLIC COLLEGE,0.857855631,106
37 Thornbill Way,Churchlands,1690000,4,2,2,1094,374,2012,Glendalough Station,2800,6018,NEWMAN COLLEGE,0.764885225,44
37 Tontave Road,Westminster,400000,3,1,3,241,139,2012,Stirling Station,3700,6061,BALCATTA SENIOR HIGH SCHOOL,2.010298801,135
37 Towton Street,Redcliffe,550000,4,2,2,503,178,NULL,Ashfield Station,3400,6104,BELMONT CITY COLLEGE,2.133964933,57
37 Transit Way,Mullaloo,610000,3,2,2,680,170,1988,Edgewater Station,2400,6027,BELRIDGE SECONDARY COLLEGE,1.114593557,102
37 Turnbury Park Drive,Jandakot,540000,4,2,2,549,214,1995,Cockburn Central Station,2100,6164,LAKELAND SENIOR HIGH SCHOOL,0.65058529,
37 Upton Street,St James,565000,3,1,2,955,97,NULL,Welshpool Station,1700,6102,CANNING COLLEGE,1.340048999,
37 Valley View Road,Roleystone,490000,4,2,4,2191,175,1972,Kelmscott Station,6100,6111,KELMSCOTT SENIOR HIGH SCHOOL,6.42159446,113
37 Victoria Street,Mosman Park,1300000,4,1,1,505,177,1925,Vic,337,6012,IONA PRESENTATION COLLEGE,0.936362693,17
37 Vigilant Terrace,Ocean Reef,1060000,4,2,5,835,258,1999,Joondalup Station,3800,6027,PRENDIVILLE CATHOLIC COLLEGE,1.313600225,60
37 Wanaping Road,Kenwick,411000,3,2,2,546,123,2001,Kenwick Station,562,6107,REHOBOTH CHRISTIAN COLLEGE,0.424770699,
37 Waratah Drive,Camillo,150000,3,1,1,590,98,1977,Kelmscott Station,1400,6111,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.022228934,40
37 Warburton Avenue,Padbury,623500,4,2,2,683,188,1975,Greenwood Station,2100,6025,DUNCRAIG SENIOR HIGH SCHOOL,1.263591491,32
37 Wattle Mews,Hocking,445000,3,2,2,603,124,NULL,Edgewater Station,3900,6065,WANNEROO SECONDARY COLLEGE,0.701767618,131
37 Westerly Crescent,Heathridge,515000,3,2,2,711,153,1984,Joondalup Station,1600,6027,BELRIDGE SECONDARY COLLEGE,1.38164079,102
37 Western Avenue,High Wycombe,380000,3,1,1,972,110,1970,Midland Station,5300,6057,DARLING RANGE SPORTS COLLEGE,4.12845403,137
37 White Gum Drive,Jane Brook,450000,4,2,2,510,187,2005,Midland Station,5500,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.715989062,
37 Widdicombe Street,Myaree,865000,4,1,2,771,163,1969,Bull Creek Station,3900,6154,MELVILLE SENIOR HIGH SCHOOL,0.854354833,61
37 Windrow Grove,Whitby,440000,4,2,2,510,179,NULL,Armadale Station,14300,6123,COURT GRAMMAR SCHOOL,1.476794505,
37 Wintergreene Drive,Bennett Springs,545000,4,2,2,550,219,2005,Ashfield Station,6200,6063,KIARA COLLEGE,2.330804389,
37 Woodland Place,Casuarina,765000,4,3,2,8010,228,1994,Kwinana Station,3300,6167,THE KING'S COLLEGE,4.733145483,
37 Woolmers Loop,Landsdale,600000,4,2,2,614,231,1998,Greenwood Station,7200,6065,LANDSDALE CHRISTIAN SCHOOL,0.895652282,
37 Worley Street,Willagee,820000,4,2,4,803,245,1953,Bull Creek Station,4300,6156,MELVILLE SENIOR HIGH SCHOOL,0.679012594,61
37 Wundu Entrance,South Guildford,455000,4,2,1,450,130,2000,East Guildford Station,2100,6055,GUILDFORD GRAMMAR SCHOOL,2.299850903,52
37 Yangebup Road,Yangebup,515000,4,2,2,603,194,2010,Cockburn Central Station,6100,6164,DIVINE MERCY COLLEGE,2.956940031,
37 Zamia Place,Greenwood,437000,3,1,1,683,95,1971,Warwick Station,1400,6024,GREENWOOD COLLEGE,0.796145587,86
37 Zamia Road,Gooseberry Hill,1255000,3,3,2,2026,404,2006,Midland Station,8000,6076,KALAMUNDA SENIOR HIGH SCHOOL,2.920774707,107
37/191 Railway Avenue,Kelmscott,225000,3,2,2,218,100,2010,Challis Station,421,6111,SOWILO COMMUNITY HIGH SCHOOL,0.221912705,
37/2 Stockton Bend,Cockburn Central,416000,2,2,1,121,91,2008,Cockburn Central Station,401,6164,EMMANUEL CATHOLIC COLLEGE,1.419041862,58
37/23 Junction Boulevard,Cockburn Central,300000,2,2,1,106,85,2012,Cockburn Central Station,141,6164,EMMANUEL CATHOLIC COLLEGE,1.62316763,58
37/46 Smith Street,Highgate,425000,2,1,1,3580,71,1986,East Perth Station,597,6003,PERTH COLLEGE,1.179044696,9
370 Cromwell Road,Sawyers Valley,860000,4,2,7,20026,245,1998,Midland Station,19000,6074,MUNDARING CHRISTIAN COLLEGE,2.158495129,
370 Pearce Street,Sawyers Valley,250000,5,2,2,10026,217,2000,Midland Station,19500,6074,MUNDARING CHRISTIAN COLLEGE,2.599187943,
370 Sydney Road,Gnangara,215000,4,2,NULL,40940,377,NULL,Edgewater Station,8700,6077,LANDSDALE CHRISTIAN SCHOOL,4.435714002,
370 Wildberry Drive,Stoneville,565000,3,2,1,24410,128,2003,Midland Station,16700,6081,MUNDARING CHRISTIAN COLLEGE,4.916480337,
370A Lord Street,Highgate,660000,2,1,NULL,224,110,1998,East Perth Station,344,6003,PERTH COLLEGE,1.145224101,9
371 Lennard Street,Herne Hill,1230000,4,1,1,8099,156,1956,Midland Station,7500,6056,SWAN CHRISTIAN COLLEGE,4.065956965,93
371 Metcalfe Road,Parkwood,460000,4,1,2,705,125,1985,Thornlie Station,4000,6147,LYNWOOD SENIOR HIGH SCHOOL,0.966371034,96
371 SEVENOAKS Street,Cannington,825000,4,2,2,938,418,2016,Beckenham Station,428,6107,SEVENOAKS SENIOR COLLEGE,1.254707198,114
372 Boomerang Road,Oldbury,900000,4,2,2,54784,242,2006,Wellard Station,7100,6121,THE KING'S COLLEGE,5.098452599,
372 Liddelow Road,Banjup,770000,4,2,NULL,20378,253,1991,Cockburn Central Station,5400,6164,ATWELL COLLEGE,3.410127438,129
372 Walcott Street,Coolbinia,832500,3,2,3,768,125,1953,Glendalough Station,2700,6050,ARANMORE CATHOLIC COLLEGE,1.428059911,106
373 Fulham Street,Cloverdale,423000,4,2,2,363,139,2002,Burswood Station,4400,6105,BELMONT CITY COLLEGE,1.122697379,57
3730 Stoneville Road,Stoneville,612500,4,3,6,4701,197,NULL,Midland Station,16400,6081,MUNDARING CHRISTIAN COLLEGE,3.269049054,
375 Cole Road,Sawyers Valley,695000,4,2,2,400,199,1999,Midland Station,20200,6074,MUNDARING CHRISTIAN COLLEGE,3.228539889,
375 Jarrah Road,Hopeland,795000,4,2,2,91168,171,1991,Warnbro Station,11200,6125,BALDIVIS SECONDARY COLLEGE,6.48254661,134
375 Kew Street,Cloverdale,440000,3,1,2,865,85,1963,Canning,5000,6105,BELMONT CITY COLLEGE,1.858317222,57
375 Progress Drive,Chidlow,639000,4,2,2,20235,187,1992,Midland Station,28000,6556,EASTERN HILLS SENIOR HIGH SCHOOL,7.224797599,105
375 Thomas Road,Parkerville,515000,4,2,3,5246,150,1991,Midland Station,14600,6081,MUNDARING CHRISTIAN COLLEGE,2.382319571,
376 Odin Drive,Stirling,600000,4,2,2,350,196,2009,Stirling Station,3000,6021,BALCATTA SENIOR HIGH SCHOOL,1.052880662,135
376 Sydney Road,Gnangara,1100000,4,1,5,40012,210,NULL,Edgewater Station,8400,6077,LANDSDALE CHRISTIAN SCHOOL,4.435882348,
